,Book Title,Book Link,Book Author,Book Review,Book Type
2,Last Rituals,https://www.amazon.co.uk/dp/0340920637?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Yrsa Sigurdardottir,"Gruesome crime set in a country some think of as cold and inhospitable. But this shows that life goes on anywhere  and amateur detectives (in this case a female lawyer) have the same family dilemmas, moral qualms and capacity to keep going whatever the climate or culture.",Fairly Disturbing
3,The People's Train,https://www.amazon.co.uk/dp/B00913OANU?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Thomas Keneally,"A powerful, brutal novel of epic proportions, centred on the socialist exploits of a political prisoner escaped to Australia, but desperate to return to Russia to fight for the cause. A challenging read and a slow-burner, although the second half picks up pace. A book to keep by the bedside, and best read in short installments.",Fairly Disturbing
4,Twelve Step Fandango,https://www.amazon.co.uk/dp/B01LPDU4GA?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Chris Haslam,"Black humour abounds as drug-dealer Martin's luck goes from bad to worse upon discovering a hidden stash of cocaine.  What follows is a fast-moving trek through the underbelly of southern Spain away from the tourist beaches.  If you know the country, the descriptions of the landscape will be familiar even if the quantities of drugs consumed are not.
",Fairly Disturbing
5,The Somnambulist,https://www.amazon.co.uk/dp/B002U3CCIS?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jonathan Barnes,"A wonderful mix of Victorian gothic and fantasy crime.  Very fast, very funny and quite unbelievable (I think) and much better than its cover.",Fairly Disturbing
6,Red Ink,https://www.amazon.co.uk/dp/1471400751?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Julie Mayhew,"A gripping and emotional debut coming of age story - a compelling portrayal of a teenager, Melon, in a time of crisis after her mother's death.  The book slowly unravels the truth about Melon's birth and her Greek roots; not always a comfortable read but flashes of humour alleviate the all pervading atmosphere of sadness.  Love the descriptions of Crete and the way the author really gets into the teen mind, made me really want to root for Melon.",Fairly Disturbing
7,The Shape of Water,https://www.amazon.co.uk/dp/1509850376?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Andrea Camilleri,"This is the first of Camilleri's books that I have read and I want to read more. Like other novels in translation I find it takes a little time to get into the rhythm of the text but well worth the effort. Inspector Montalbano is an intriguing character, sometimes laconic and world weary but nevertheless a sharp witted and intuitive investigator. I know a little more of the Scilian way of life (and death) through reading this novel.
The plot is well-constructed with enough red herrings to keep readers on their toes. The references to local landscapes, culture, politics, and the social mores of the place add real depth to the story making it a cut above the average 'whodunnit'.
",Fairly Disturbing
8,The Night Watch,https://www.amazon.co.uk/dp/0099489929?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Sergei Lukyanenko,"Creepy stuff!  The first in a series about an epic, supernatural struggle between good and evil. Set in post Soviet Russia, this cult novel has inspired a film and a fantasy war game!",Fairly Disturbing
9,Ice Road,https://www.amazon.co.uk/dp/B002XA6IZG?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Gillian Slovo,"Follow the lives of a group of people joined together by family and circumstance as they struggle under the Communist regime leading up to the Second World War.  All of them have personal battles, victories and moments of pleasure, but always they are aware of the precariousnes of their existence.  Deeply moving, this is not an easy read, but very satisfying in its contents.  Well worth the time you will have to invest.

",Fairly Disturbing
10,The Extra Large Medium,https://www.amazon.co.uk/dp/B01K94MN2Y?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Helen Slavin,"Annie can see dead people, all wearing chocolate brown.  What's worse, they are very assertively communicative and can ruin Annie's life in ways no one would ever imagine.  Very dark, very funny and told from several perspectives this is a book to read at one concentrated go - and then to think about for a long time afterwards.",Fairly Disturbing
11,Arkady,https://www.amazon.co.uk/dp/1910695513?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Patrick Langley,"Brothers Jackson and Frank can only trust each other as they try to escape from a world of civil unrest, authoritarian government, abandoned buildings and catastrophic climate change. We are not told where or when the novel is set but it seems like London and it is certainly not very far in the future. There are some good people in this harsh world but this is a powerful warning to us all.",Fairly Disturbing
12,Consolation,https://www.amazon.co.uk/dp/1784706833?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Anna Gavalda,"At 47, and a successful architect, Charles had long forgotten his crush on his friend's mother.  Hadn't he?  Events force Charles to re-evaluate everything in his life and to consider the possible consolations of complete change.  Put aside at least a long weekend for this very satisfying read.",Fairly Disturbing
13,Stay With Me,https://www.amazon.co.uk/dp/1782119604?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Ayòbámi Adébáyò,"Yejide does not have an easy life. In fact, her life is a tragedy of huge proportions reeling from crisis to crisis, as it approaches disaster. Ayobami Adebayo transfixes you with her tale, like the Ancient Mariner clutching the wedding guest's arm. You will certainly emerge sadder. Whether you emerge wiser depends on your ability to listen.",Fairly Disturbing
14,Last Orders at Harrods,https://www.amazon.co.uk/dp/0349120099?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Michael Holman,"Charity Mupanga must be a distant relative of Precious Ramotswe, but instead of rooibosch tea there is Tusker Lager and a bizarre encounter with a London lawyer.   He's up against a religious shebeen queen, and two street boys.   And there's the Aid worker, the journalist, the President, the co-operative banker, and a madman with a bicycle.   A joy!
",Fairly Disturbing
15,Murmur,https://www.amazon.co.uk/dp/178689937X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Will Eaves,"Whilst the first half of this book was fairly easy and quick to read, the latter half was much more challenging delivering wildly imagined, philosophical dream sequences suffused with beautiful writing. This experimental novel won’t be to everyone’s taste or stamina - expect to be stretched, dazzled and even frustrated. But if the aftermath of Alan Turing’s devastating punishment is the hook you need, steel yourself and take the plunge. ",Fairly Disturbing
16,Crescent,https://www.amazon.co.uk/dp/0393325547?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Diana Abu-Jaber,"Sirine, a thrty-nine year old Iraqi-American chef living in Los Angeles, falls in love with Hanif, a political exile from Baghdad.  All the expected ingredients for a tale of love and heartache, but savour additional flavours of the exotic and mysterious through sumptuous dishes created at Cafe Nadia.  A feast for all the senses.
",Fairly Disturbing
17,Caribou Island,https://www.amazon.co.uk/dp/067091844X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,David Vann,A haunting book set in the wilds of Alaska where Gary and his wife Irene begin building a cabin together on Caribou Island.  They are dogged by fierce storms and illness. Gary feels his life to have been a failure and wants to make a fresh start. Irene is haunted by events in her past and doesn't want to leave her home and her two adult children.  A story of a crumbling marriage and disappointment - beautiful and bleak. ,Fairly Disturbing
18,Bricks and Mortar,https://www.amazon.co.uk/dp/191069519X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Clemens Meyer,"Prepare yourself for a long haul ride. Bricks and Mortar takes you on a journey through the story of the sex trade of old East Germany from the late 80s to the present. Many different voices tell this story in their own unique way and there's no plot to speak of, more of a recurring theme. The story of the sex trade gives an interesting perspective to the social and economic history of the former GDR.         ",Fairly Disturbing
19,The Days of Judy B,https://www.amazon.co.uk/dp/190602135X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Rose Heiney,"Judy Bishop leads parallel lives: the successful fun loving celebrity socialite and the overweight depressive, frustrated in love, life and career. We follow her conflict alternately through her weekly lifestyle column and the glimpses of the truth which lie behind it.  This is a very funny book with an underlying pathos which gives it an unexpected depth and poignancy.",Fairly Disturbing
20,A Burning,https://www.amazon.co.uk/dp/1471190269?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Megha Majumdar,"With a style that put me straight into India I felt almost personally abused by the injustice and corruption that influences the lives of the underdogs in society. At the same time, it delivers a warmth of understanding human nature  that acts as an appeal for compassion for all three main characters.",Fairly Disturbing
21,Little Egypt,https://www.amazon.co.uk/dp/190777372X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Lesley Glaister,"Sometimes I find it hard to decide what I'm looking for most in a book - a strong plot, engaging characters or a theme that simply strikes a chord - this story has all three by the spadeful.  Switching between the present day and the 1920s, more than blood alone binds twins, Isis and Osiris, to their dilapidated mansion.  An inventive and atmospheric novel whose grim humour is a hair's breadth away from the grotesque. <br />",Fairly Disturbing
22,Sum: Forty Tales from the Afterlives,https://www.amazon.co.uk/dp/1847674275?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,David Eagleman,"Have you ever wondered what an afterlife could be like?   Well, here are 40 possible answers.   Confused?   You will be!   Entertained?   Definitely!   Forced to think?   Without a doubt!   Will you reach any conclusions?   Probably not.   But what the hell (excuse the pun), enjoy the ride.",Fairly Disturbing
